Market player,Profit (million $ /year),If involved?
d13191,0.0,No
d13192,-0.0,No
d13193,0.0,No
d13194,0.0,No
d13195,0.0,No
d13196,0.0,No
d13197,0.0,No
d13198,-0.0,No
d13199,-0.0,No
d13200,0.0,No
d13201,0.0,No
d13202,0.0,No
d13203,0.0,No
d13204,0.0,No
d13205,0.0,No
d13206,0.0,No
d13207,0.0,No
d13208,0.0,No
d13209,0.0,No
d13210,0.0,No
d13211,0.0,No
d13212,0.0,No
d13213,0.0,No
d13214,0.0,No
d13215,0.0,No
d13216,0.0,No
d13217,0.0,No
d13218,0.0,No
d13219,0.0,No
d13220,0.0,No
d13221,0.0,No
d13222,0.0,No
d13223,0.0,No
d13224,0.0,No
d13225,0.0,No
d13226,0.0,No
d13227,0.0,No
d13228,0.0,No
d13229,0.0,No
d13230,0.0,No
d13231,0.0,No
d13232,0.0,No
d13233,0.0,No
d13234,0.0,No
d13235,0.0,No
d13236,0.0,No
d13237,0.0,No
d13238,0.0,No
d13239,0.0,No
d13240,-0.0,No
d13241,0.0,No
d13242,0.0,No
d13243,0.0,No
d13244,0.0,No
d13245,0.0,No
d13246,0.0,No
d13247,0.0,No
d13248,0.0,No
d13249,0.0,No
d13250,0.0,No
d13251,0.0,No
d13252,0.0,No
d13253,0.0,No
d13254,0.0,No
d13255,0.0,No
d13256,0.0,No
d13257,0.0,No
d13258,0.0,No
d13259,0.0,No
d13260,0.0,No
d13261,0.0,No
d13262,0.0,No
d13263,0.0,No
d13264,-0.0,No
d13265,0.0,No
d13266,0.0,No
d13267,0.0,No
d13268,0.0,No
d13269,0.0,No
d13270,0.0,No
d13271,0.0,No
d13272,0.0,No
d13273,0.0,No
d13274,0.0,No
d13275,0.0,No
d13276,0.0,No
d13277,0.0,No
d13278,0.0,No
d13279,0.0,No
d13280,0.0,No
d13281,0.0,No
d13282,0.0,No
d13283,0.0,No
d13284,0.0,No
d13285,0.0,No
d13286,0.0,No
d13287,0.0,No
d13288,0.0,No
d13289,0.0,No
d13290,0.0,No
d13291,0.0,No
d13292,0.0,No
d13293,0.0,No
d13294,0.0,No
d13295,0.0,No
d13296,0.0,No
d13297,0.0,No
d13298,0.0,No
d13299,0.0,No
d13300,0.0,No
d13301,0.0,No
d13302,0.0,No
d13303,0.0,No
d13304,0.0,No
d13305,0.0,No
d13306,0.0,No
d13307,0.0,No
d13308,0.0,No
d13309,0.0,No
d13310,0.0,No
d13311,0.0,No
d13312,0.0,No
d13313,0.0,No
d13314,0.0,No
d13315,0.0,No
d13316,0.0,No
d13317,0.0,No
d13318,0.0,No
d13319,0.0,No
d13320,0.0,No
d13321,0.0,No
d13322,0.0,No
d13323,0.0,No
d13324,0.0,No
d13325,0.0,No
d13326,0.0,No
d13327,0.0,No
d13328,0.0,No
d13329,0.0,No
d13330,0.0,No
d13331,0.0,No
d13332,0.0,No
d13333,0.0,No
d13334,0.0,No
d13335,0.0,No
d13336,0.0,No
d13337,0.0,No
d13338,0.0,No
d13339,0.0,No
d13340,0.0,No
d13341,0.0,No
d13342,0.0,No
d13343,0.0,No
d13344,0.0,No
d13345,0.0,No
d13346,0.0,No
d13347,0.0,No
d13348,0.0,No
d13349,0.0,No
d13350,0.0,No
d13351,-0.0,No
d13352,0.0,No
d13353,0.0,No
d13354,0.0,No
d13355,0.0,No
d13356,0.0,No
d13357,0.0,No
d13358,0.0,No
d13359,0.0,No
d13360,0.0,No
d13361,0.0,No
d13362,0.0,No
d13363,0.0,No
d13364,0.0,No
d13365,0.0,No
d13366,0.0,No
d13367,0.0,No
d13368,0.0,No
d13369,0.0,No
d13370,0.0,No
d13371,0.0,No
d13372,0.0,No
d13373,-0.0,No
d13374,0.0,No
d13375,0.0,No
d13376,0.0,No
d13377,0.0,No
d13378,0.0,No
d13379,0.0,No
d13380,0.0,No
d13381,0.0,No
d13382,0.0,No
d13383,0.0,No
d13384,0.0,No
d13385,0.0,No
d13386,0.0,No
d13387,0.0,No
d13388,0.0,No
d13389,0.0,No
d13390,0.0,No
d13391,0.0,No
d13392,0.0,No
d13393,0.0,No
d13394,0.0,No
d13395,0.0,No
d13396,0.0,No
d13397,0.0,No
d13398,0.0,No
d13399,0.0,No
d13400,0.0,No
d13401,0.0,No
d13402,0.0,No
d13403,0.0,No
d13404,0.0,No
d13405,0.0,No
d13406,0.0,No
d13407,0.0,No
d13408,0.0,No
d13409,0.0,No
d13410,0.0,No
d13411,0.0,No
d13412,0.0,No
d13413,0.0,No
d13414,0.0,No
d13415,0.0,No
d13416,0.0,No
d13417,0.0,No
d13418,0.0,No
d13419,0.0,No
d13420,0.0,No
d13421,0.0,No
d13422,0.0,No
d13423,-0.0,No
d13424,0.0,No
d13425,0.0,No
d13426,0.0,No
d13427,0.0,No
d13428,0.0,No
d13429,0.0,No
d13430,0.0,No
d13431,0.0,No
d13432,0.0,No
d13433,0.0,No
d13434,0.0,No
d13435,0.0,No
d13436,0.0,No
d13437,0.0,No
d13438,0.0,No
d13439,0.0,No
d13440,0.0,No
d13441,-0.0,No
d13442,0.0,No
d13443,0.0,No
d13444,0.0,No
d13445,0.0,No
d13446,0.0,No
d13447,0.0,No
d13448,0.0,No
d13449,0.0,No
d13450,0.0,No
d13451,0.0,No
d13452,0.0,No
d13453,0.0,No
d13454,-0.0,No
d13455,0.0,No
d13456,0.0,No
d13457,0.0,No
d13458,0.0,No
d13459,0.0,No
d13460,0.0,No
d13461,0.0,No
d13462,0.0,No
d13463,0.0,No
d13464,0.0,No
d13465,0.0,No
d13466,0.0,No
d13467,0.0,No
d13468,0.0,No
d13469,0.0,No
d13470,0.0,No
d13471,0.0,No
d13472,0.0,No
d13473,0.0,No
d13474,0.0,No
d13475,0.0,No
d13476,0.0,No
d13477,0.0,No
d13478,0.0,No
d13479,0.0,No
d13480,0.0,No
d13481,0.0,No
d13482,0.0,No
d13483,0.0,No
d13484,0.0,No
d13485,0.0,No
d13486,0.0,No
d13487,0.0,No
d13488,0.0,No
d13489,0.0,No
d13490,0.0,No
d13491,0.0,No
d13492,0.0,No
d13493,0.0,No
d13494,0.0,No
d13495,0.0,No
d13496,0.0,No
d13497,0.0,No
d13498,0.0,No
d13499,0.0,No
d13500,0.0,No
d13501,0.0,No
d13502,0.0,No
d13503,0.0,No
d13504,0.0,No
d13505,0.0,No
d13506,0.0,No
d13507,0.0,No
d13508,0.0,No
d13509,0.0,No
d13510,0.0,No
d13511,0.0,No
d13512,0.0,No
d13513,0.0,No
d13514,-0.0,No
d13515,0.0,No
d13516,0.0,No
d13517,0.0,No
d13518,0.0,No
d13519,0.0,No
d13520,0.0,No
d13521,0.0,No
d13522,0.0,No
d13523,0.0,No
d13524,0.0,No
d13525,0.0,No
d13526,0.0,No
d13527,0.0,No
d13528,0.0,No
d13529,0.0,No
d13530,0.0,No
d13531,0.0,No
d13532,0.0,No
d13533,0.0,No
d13534,0.0,No
d13535,0.0,No
d13536,0.0,No
d13537,0.0,No
d13538,0.0,No
d13539,0.0,No
d13540,0.0,No
d13541,0.0,No
d13542,0.0,No
d13543,0.0,No
d13544,0.0,No
d13545,0.0,No
d13546,0.0,No
d13547,0.0,No
d13548,0.0,No
d13549,0.0,No
d13550,0.0,No
d13551,0.0,No
d13552,0.0,No
d13553,0.0,No
d13554,0.0,No
d13555,0.0,No
d13556,0.0,No
d13557,0.0,No
d13558,0.0,No
d13559,-0.0,No
d13560,0.0,No
d13561,0.0,No
d13562,0.0,No
d13563,0.0,No
d13564,0.0,No
d13565,-0.0,No
d13566,0.0,No
d13567,0.0,No
d13568,0.0,No
d13569,0.0,No
d13570,0.0,No
d13571,0.0,No
d13572,0.0,No
d13573,0.0,No
d13574,0.0,No
d13575,0.0,No
d13576,0.0,No
d13577,0.0,No
d13578,0.0,No
d13579,0.0,No
d13580,0.0,No
d13581,0.0,No
d13582,0.0,No
d13583,0.0,No
d13584,0.0,No
d13585,0.0,No
d13586,0.0,No
d13587,0.0,No
d13588,0.0,No
d13589,0.0,No
d13590,0.0,No
d13591,0.0,No
d13592,0.0,No
d13593,0.0,No
d13594,0.0,No
d13595,0.0,No
d13596,0.0,No
d13597,0.0,No
d13598,0.0,No
d13599,0.0,No
d13600,0.0,No
d13601,0.0,No
d13602,0.0,No
d13603,0.0,No
d13604,0.0,No
d13605,0.0,No
d13606,0.0,No
d13607,0.0,No
d13608,0.0,No
d13609,0.0,No
d13610,0.0,No
d13611,0.0,No
d13612,0.0,No
d13613,0.0,No
d13614,0.0,No
d13615,0.0,No
d13616,0.0,No
d13617,0.0,No
d13618,0.0,No
d13619,0.0,No
d13620,0.0,No
d13621,0.0,No
d13622,0.0,No
d13623,0.0,No
d13624,0.0,No
d13625,0.0,No
d13626,0.0,No
d13627,0.0,No
d13628,0.0,No
d13629,0.0,No
d13630,0.0,No
d13631,0.0,No
d13632,0.0,No
d13633,0.0,No
d13634,0.0,No
d13635,0.0,No
d13636,0.0,No
d13637,0.0,No
d13638,0.0,No
d13639,0.0,No
d13640,0.0,No
d13641,0.0,No
d13642,0.0,No
d13643,0.0,No
d13644,0.0,No
d13645,0.0,No
d13646,0.0,No
d13647,0.0,No
d13648,0.0,No
d13649,0.0,No
d13650,0.0,No
d13651,0.0,No
d13652,0.0,No
d13653,0.0,No
d13654,0.0,No
d13655,0.0,No
d13656,0.0,No
d13657,0.0,No
d13658,0.0,No
d13659,0.0,No
d13660,0.0,No
d13661,0.0,No
d13662,0.0,No
d13663,0.0,No
d13664,0.0,No
d13665,-0.0,No
d13666,0.0,No
d13667,0.0,No
d13668,0.0,No
d13669,0.0,No
d13670,0.0,No
d13671,0.0,No
d13672,0.0,No
d13673,0.0,No
d13674,0.0,No
d13675,0.0,No
d13676,0.0,No
d13677,0.0,No
d13678,0.0,No
d13679,-0.0,No
d13680,0.0,No
d13681,0.0,No
d13682,0.0,No
d13683,0.0,No
d13684,0.0,No
d13685,0.0,No
d13686,0.0,No
d13687,0.0,No
d13688,0.0,No
d13689,0.0,No
d13690,0.0,No
d13691,0.0,No
d13692,0.0,No
d13693,0.0,No
d13694,0.0,No
d13695,0.0,No
d13696,0.0,No
d13697,0.0,No
d13698,0.0,No
d13699,0.0,No
d13700,0.0,No
d13701,0.0,No
d13702,0.0,No
d13703,0.0,No
d13704,0.0,No
d13705,0.0,No
d13706,0.0,No
d13707,0.0,No
d13708,0.0,No
d13709,0.0,No
d13710,0.0,No
d13711,0.0,No
d13712,0.0,No
d13713,0.0,No
d13714,0.0,No
d13715,0.0,No
d13716,0.0,No
d13717,0.0,No
d13718,0.0,No
d13719,0.0,No
d13720,0.0,No
d13721,0.0,No
d13722,0.0,No
d13723,0.0,No
d13724,0.0,No
d13725,0.0,No
d13726,0.0,No
d13727,0.0,No
d13728,0.0,No
d13729,0.0,No
d13730,0.0,No
d13731,0.0,No
d13732,0.0,No
d13733,0.0,No
d13734,0.0,No
d13735,0.0,No
d13736,0.0,No
d13737,0.0,No
d13738,0.0,No
d13739,0.0,No
d13740,0.0,No
d13741,0.0,No
d13742,0.0,No
d13743,0.0,No
d13744,-0.0,No
d13745,0.0,No
d13746,0.0,No
d13747,0.0,No
d13748,0.0,No
d13749,0.0,No
d13750,0.0,No
d13751,0.0,No
d13752,0.0,No
d13753,0.0,No
d13754,0.0,No
d13755,0.0,No
d13756,0.0,No
d13757,0.0,No
d13758,0.0,No
d13759,0.0,No
d13760,0.0,No
d13761,0.0,No
d13762,0.0,No
d13763,0.0,No
d13764,0.0,No
d13765,0.0,No
d13766,0.0,No
d13767,0.0,No
d13768,0.0,No
d13769,0.0,No
d13770,0.0,No
d13771,0.0,No
d13772,0.0,No
d13773,0.0,No
d13774,0.0,No
d13775,0.0,No
d13776,0.0,No
d13777,0.0,No
d13778,0.0,No
d13779,0.0,No
d13780,0.0,No
d13781,0.0,No
d13782,0.0,No
d13783,0.0,No
d13784,0.0,No
d13785,0.0,No
d13786,0.0,No
d13787,0.0,No
d13788,0.0,No
d13789,0.0,No
d13790,0.0,No
d13791,-0.0,No
d13792,0.0,No
d13793,0.0,No
d13794,0.0,No
d13795,0.0,No
d13796,0.0,No
d13797,0.0,No
d13798,-0.0,No
d13799,0.0,No
d13800,0.0,No
d13801,0.0,No
d13802,0.0,No
d13803,0.0,No
d13804,0.0,No
d13805,0.0,No
d13806,0.0,No
d13807,0.0,No
d13808,0.0,No
d13809,0.0,No
d13810,0.0,No
d13811,0.0,No
d13812,0.0,No
d13813,0.0,No
d13814,0.0,No
d13815,0.0,No
d13816,0.0,No
d13817,0.0,No
d13818,0.0,No
d13819,0.0,No
d13820,0.0,No
d13821,0.0,No
d13822,0.0,No
d13823,0.0,No
d13824,0.0,No
d13825,0.0,No
d13826,0.0,No
d13827,0.0,No
d13828,0.0,No
d13829,0.0,No
d13830,0.0,No
d13831,0.0,No
d13832,0.0,No
d13833,0.0,No
d13834,0.0,No
d13835,0.0,No
d13836,0.0,No
d13837,0.0,No
d13838,0.0,No
d13839,0.0,No
d13840,0.0,No
d13841,0.0,No
d13842,0.0,No
d13843,0.0,No
d13844,0.0,No
d13845,0.0,No
d13846,0.0,No
d13847,0.0,No
d13848,0.0,No
d13849,0.0,No
d13850,0.0,No
d13851,0.0,No
d13852,0.0,No
d13853,0.0,No
d13854,0.0,No
d13855,0.0,No
d13856,0.0,No
d13857,0.0,No
d13858,0.0,No
d13859,0.0,No
d13860,0.0,No
d13861,0.0,No
d13862,0.0,No
d13863,0.0,No
d13864,0.0,No
d13865,0.0,No
d13866,0.0,No
d13867,0.0,No
d13868,0.0,No
d13869,0.0,No
d13870,0.0,No
d13871,0.0,No
d13872,0.0,No
d13873,0.0,No
d13874,0.0,No
d13875,0.0,No
d13876,0.0,No
d13877,0.0,No
d13878,0.0,No
d13879,0.0,No
d13880,0.0,No
d13881,0.0,No
d13882,0.0,No
d13883,0.0,No
d13884,0.0,No
d13885,0.0,No
d13886,0.0,No
d13887,0.0,No
d13888,0.0,No
d13889,0.0,No
d13890,0.0,No
d13891,0.0,No
d13892,0.0,No
d13893,0.0,No
d13894,0.0,No
d13895,0.0,No
d13896,0.0,No
d13897,0.0,No
d13898,0.0,No
d13899,0.0,No
d13900,0.0,No
d13901,0.0,No
d13902,0.0,No
d13903,0.0,No
d13904,0.0,No
d13905,0.0,No
d13906,0.0,No
d13907,0.0,No
d13908,0.0,No
d13909,0.0,No
d13910,0.0,No
d13911,0.0,No
d13912,0.0,No
d13913,0.0,No
d13914,0.0,No
d13915,0.0,No
d13916,0.0,No
d13917,0.0,No
d13918,0.0,No
d13919,0.0,No
d13920,0.0,No
d13921,0.0,No
d13922,0.0,No
d13923,0.0,No
d13924,0.0,No
d13925,0.0,No
d13926,0.0,No
d13927,0.0,No
d13928,0.0,No
d13929,0.0,No
d13930,0.0,No
d13931,0.0,No
d13932,0.0,No
d13933,0.0,No
d13934,0.0,No
d13935,0.0,No
d13936,0.0,No
d13937,0.0,No
d13938,0.0,No
d13939,0.0,No
d13940,0.0,No
d13941,0.0,No
d13942,0.0,No
d13943,0.0,No
d13944,0.0,No
d13945,0.0,No
d13946,0.0,No
d13947,0.0,No
d13948,0.0,No
d13949,0.0,No
d13950,0.0,No
d13951,0.0,No
d13952,0.0,No
d13953,0.0,No
d13954,0.0,No
d13955,0.0,No
d13956,0.0,No
d13957,0.0,No
d13958,0.0,No
d13959,0.0,No
d13960,0.0,No
d13961,0.0,No
d13962,0.0,No
d13963,0.0,No
d13964,0.0,No
d13965,0.0,No
d13966,0.0,No
d13967,0.0,No
d13968,0.0,No
d13969,0.0,No
d13970,0.0,No
d13971,0.0,No
d13972,0.0,No
d13973,0.0,No
d13974,0.0,No
d13975,0.0,No
d13976,0.0,No
d13977,0.0,No
d13978,0.0,No
d13979,0.0,No
d13980,0.0,No
d13981,0.0,No
d13982,0.0,No
d13983,0.0,No
d13984,0.0,No
d13985,0.0,No
d13986,0.0,No
d13987,0.0,No
d13988,0.0,No
d13989,0.0,No
d13990,-0.0,No
d13991,0.0,No
d13992,0.0,No
d13993,0.0,No
d13994,0.0,No
d13995,-0.0,No
d13996,0.0,No
d13997,0.0,No
d13998,0.0,No
d13999,-0.0,No
d14000,0.0,No
d14001,0.0,No
d14002,-0.0,No
d14003,0.0,No
d14004,-0.0,No
d14005,0.0,No
d14006,0.0,No
d14007,0.0,No
d14008,0.0,No
d14009,0.0,No
d14010,0.0,No
d14011,0.0,No
d14012,0.0,No
d14013,0.0,No
d14014,0.0,No
d14015,0.0,No
d14016,0.0,No
d14017,0.0,No
d14018,0.0,No
d14019,0.0,No
d14020,0.0,No
d14021,0.0,No
d14022,0.0,No
d14023,0.0,No
d14024,0.0,No
d14025,0.0,No
d14026,0.0,No
d14027,0.0,No
d14028,0.0,No
d14029,0.0,No
d14030,0.0,No
d14031,0.0,No
d14032,0.0,No
d14033,0.0,No
d14034,0.0,No
d14035,0.0,No
d14036,0.0,No
d14037,0.0,No
d14038,0.0,No
d14039,0.0,No
d14040,0.0,No
d14041,0.0,No
d14042,0.0,No
d14043,0.0,No
d14044,0.0,No
d14045,0.0,No
d14046,0.0,No
d14047,0.0,No
d14048,0.0,No
d14049,0.0,No
d14050,0.0,No
d14051,0.0,No
d14052,0.0,No
d14053,0.0,No
d14054,0.0,No
d14055,0.0,No
d14056,0.0,No
d14057,0.0,No
d14058,0.0,No
d14059,0.0,No
d14060,0.0,No
d14061,0.0,No
d14062,0.0,No
d14063,0.0,No
d14064,0.0,No
d14065,0.0,No
d14066,0.0,No
d14067,0.0,No
d14068,0.0,No
d14069,0.0,No
d14070,0.0,No
d14071,0.0,No
d14072,0.0,No
d14073,0.0,No
d14074,0.0,No
d14075,0.0,No
d14076,0.0,No
d14077,0.0,No
d14078,0.0,No
d14079,0.0,No
d14080,0.0,No
d14081,0.0,No
d14082,0.0,No
d14083,0.0,No
d14084,0.0,No
d14085,0.0,No
d14086,0.0,No
d14087,0.0,No
d14088,0.0,No
d14089,0.0,No
d14090,0.0,No
d14091,0.0,No
d14092,0.0,No
d14093,0.0,No
d14094,0.0,No
d14095,0.0,No
d14096,0.0,No
d14097,0.0,No
d14098,0.0,No
d14099,0.0,No
d14100,0.0,No
d14101,0.0,No
d14102,0.0,No
d14103,0.0,No
d14104,0.0,No
d14105,0.0,No
d14106,0.0,No
d14107,0.0,No
d14108,0.0,No
d14109,0.0,No
d14110,0.0,No
d14111,0.0,No
d14112,0.0,No
d14113,0.0,No
d14114,0.0,No
d14115,0.0,No
d14116,0.0,No
d14117,0.0,No
d14118,0.0,No
d14119,0.0,No
d14120,0.0,No
d14121,0.0,No
d14122,0.0,No
d14123,0.0,No
d14124,0.0,No
d14125,0.0,No
d14126,0.0,No
d14127,0.0,No
d14128,0.0,No
d14129,0.0,No
d14130,0.0,No
d14131,0.0,No
d14132,0.0,No
d14133,0.0,No
d14134,0.0,No
d14135,0.0,No
d14136,0.0,No
d14137,0.0,No
d14138,0.0,No
d14139,0.0,No
d14140,0.0,No
d14141,0.0,No
d14142,0.0,No
d14143,0.0,No
d14144,0.0,No
d14145,0.0,No
d14146,0.0,No
d14147,0.0,No
d14148,0.0,No
d14149,0.0,No
d14150,0.0,No
d14151,0.0,No
d14152,0.0,No
d14153,0.0,No
d14154,0.0,No
d14155,0.0,No
d14156,0.0,No
d14157,0.0,No
d14158,0.0,No
d14159,0.0,No
d14160,0.0,No
d14161,0.0,No
d14162,0.0,No
d14163,0.0,No
d14164,0.0,No
d14165,0.0,No
d14166,0.0,No
d14167,0.0,No
d14168,0.0,No
d14169,0.0,No
d14170,0.0,No
d14171,0.0,No
d14172,0.0,No
d14173,0.0,No
d14174,0.0,No
d14175,0.0,No
d14176,0.0,No
d14177,0.0,No
d14178,0.0,No
d14179,0.0,No
d14180,0.0,No
d14181,0.0,No
d14182,0.0,No
d14183,0.0,No
d14184,0.0,No
d14185,0.0,No
d14186,0.0,No
d14187,0.0,No
d14188,0.0,No
d14189,0.0,No
d14190,0.0,No
d14191,0.0,No
d14192,0.0,No
d14193,0.0,No
d14194,0.0,No
d14195,0.0,No
d14196,0.0,No
d14197,0.0,No
d14198,0.0,No
d14199,0.0,No
d14200,0.0,No
d14201,0.0,No
d14202,0.0,No
d14203,0.0,No
d14204,0.0,No
d14205,0.0,No
d14206,0.0,No
d14207,0.0,No
d14208,0.0,No
d14209,0.0,No
d14210,0.0,No
d14211,0.0,No
d14212,0.0,No
d14213,0.0,No
d14214,0.0,No
d14215,0.0,No
d14216,0.0,No
d14217,0.0,No
d14218,0.0,No
d14219,0.0,No
d14220,0.0,No
d14221,0.0,No
d14222,0.0,No
d14223,0.0,No
d14224,0.0,No
d14225,0.0,No
d14226,0.0,No
d14227,0.0,No
d14228,0.0,No
d14229,0.0,No
d14230,0.0,No
d14231,0.0,No
d14232,0.0,No
d14233,0.0,No
d14234,0.0,No
d14235,0.0,No
d14236,0.0,No
d14237,0.0,No
d14238,0.0,No
d14239,0.0,No
d14240,0.0,No
d14241,0.0,No
d14242,0.0,No
d14243,0.0,No
d14244,0.0,No
d14245,0.0,No
d14246,0.0,No
d14247,0.0,No
d14248,0.0,No
d14249,0.0,No
d14250,0.0,No
d14251,0.0,No
d14252,0.0,No
d14253,0.0,No
d14254,0.0,No
d14255,0.0,No
d14256,0.0,No
d14257,0.0,No
d14258,0.0,No
d14259,0.0,No
d14260,0.0,No
d14261,0.0,No
d14262,0.0,No
d14263,0.0,No
d14264,0.0,No
d14265,0.0,No
d14266,0.0,No
d14267,0.0,No
d14268,0.0,No
d14269,0.0,No
d14270,0.0,No
d14271,0.0,No
d14272,0.0,No
d14273,0.0,No
d14274,0.0,No
d14275,0.0,No
d14276,0.0,No
d14277,0.0,No
d14278,0.0,No
d14279,0.0,No
d14280,0.0,No
d14281,0.0,No
d14282,0.0,No
d14283,0.0,No
d14284,0.0,No
d14285,0.0,No
d14286,0.0,No
d14287,0.0,No
d14288,0.0,No
d14289,0.0,No
d14290,0.0,No
d14291,0.0,No
d14292,0.0,No
d14293,0.0,No
d14294,0.0,No
d14295,0.0,No
d14296,0.0,No
d14297,0.0,No
d14298,0.0,No
d14299,0.0,No
d14300,0.0,No
d14301,0.0,No
d14302,0.0,No
d14303,0.0,No
d14304,0.0,No
d14305,0.0,No
d14306,0.0,No
d14307,0.0,No
d14308,0.0,No
d14309,0.0,No
d14310,0.0,No
d14311,0.0,No
d14312,0.0,No
d14313,0.0,No
d14314,0.0,No
d14315,0.0,No
d14316,0.0,No
d14317,0.0,No
d14318,0.0,No
d14319,0.0,No
d14320,0.0,No
d14321,0.0,No
d14322,0.0,No
d14323,0.0,No
d14324,0.0,No
d14325,0.0,No
d14326,0.0,No
d14327,0.0,No
d14328,0.0,No
d14329,0.0,No
d14330,0.0,No
d14331,0.0,No
d14332,0.0,No
d14333,0.0,No
d14334,0.0,No
d14335,0.0,No
d14336,0.0,No
d14337,0.0,No
d14338,0.0,No
d14339,0.0,No
d14340,0.0,No
d14341,0.0,No
d14342,0.0,No
d14343,0.0,No
d14344,0.0,No
d14345,0.0,No
d14346,0.0,No
d14347,0.0,No
d14348,0.0,No
d14349,0.0,No
d14350,0.0,No
d14351,0.0,No
d14352,0.0,No
d14353,0.0,No
d14354,0.0,No
d14355,0.0,No
d14356,0.0,No
d14357,0.0,No
d14358,0.0,No
d14359,0.0,No
d14360,0.0,No
d14361,0.0,No
d14362,0.0,No
d14363,0.0,No
d14364,0.0,No
d14365,0.0,No
d14366,0.0,No
d14367,0.0,No
d14368,0.0,No
d14369,0.0,No
d14370,0.0,No
d14371,0.0,No
d14372,0.0,No
d14373,0.0,No
d14374,0.0,No
d14375,0.0,No
d14376,0.0,No
d14377,0.0,No
d14378,0.0,No
d14379,0.0,No
d14380,0.0,No
d14381,0.0,No
d14382,0.0,No
d14383,0.0,No
d14384,0.0,No
d14385,0.0,No
d14386,0.0,No
d14387,0.0,No
d14388,0.0,No
d14389,0.0,No
d14390,0.0,No
d14391,0.0,No
d14392,0.0,No
d14393,0.0,No
d14394,0.0,No
d14395,0.0,No
d14396,0.0,No
d14397,0.0,No
d14398,0.0,No
d14399,0.0,No
d14400,0.0,No
d14401,0.0,No
d14402,0.0,No
d14403,0.0,No
d14404,0.0,No
d14405,0.0,No
d14406,0.0,No
d14407,0.0,No
d14408,0.0,No
d14409,0.0,No
d14410,0.0,No
d14411,0.0,No
d14412,0.0,No
d14413,0.0,No
d14414,0.0,No
d14415,0.0,No
d14416,0.0,No
d14417,0.0,No
d14418,0.0,No
d14419,0.0,No
d14420,0.0,No
d14421,0.0,No
d14422,0.0,No
d14423,0.0,No
d14424,0.0,No
d14425,0.0,No
d14426,0.0,No
d14427,0.0,No
d14428,0.0,No
d14429,0.0,No
d14430,0.0,No
d14431,0.0,No
d14432,0.0,No
d14433,0.0,No
d14434,0.0,No
d14435,0.0,No
d14436,0.0,No
d14437,0.0,No
d14438,0.0,No
d14439,0.0,No
d14440,0.0,No
d14441,0.0,No
d14442,0.0,No
d14443,0.0,No
d14444,0.0,No
d14445,0.0,No
d14446,0.0,No
d14447,0.0,No
d14448,0.0,No
d14449,0.0,No
d14450,0.0,No
d14451,0.0,No
d14452,0.0,No
d14453,0.0,No
d14454,0.0,No
d14455,0.0,No
d14456,0.0,No
d14457,0.0,No
d14458,0.0,No
d14459,0.0,No
d14460,0.0,No
d14461,0.0,No
d14462,0.0,No
d14463,0.0,No
d14464,0.0,No
d14465,0.0,No
d14466,0.0,No
d14467,0.0,No
d14468,0.0,No
d14469,0.0,No
d14470,0.0,No
d14471,0.0,No
d14472,0.0,No
d14473,0.0,No
d14474,0.0,No
d14475,0.0,No
d14476,0.0,No
d14477,0.0,No
d14478,0.0,No
d14479,0.0,No
d14480,0.0,No
d14481,0.0,No
d14482,0.0,No
d14483,0.0,No
d14484,0.0,No
d14485,0.0,No
d14486,0.0,No
d14487,0.0,No
d14488,0.0,No
d14489,0.0,No
d14490,0.0,No
d14491,0.0,No
d14492,0.0,No
d14493,0.0,No
d14494,0.0,No
d14495,0.0,No
d14496,0.0,No
d14497,0.0,No
d14498,0.0,No
d14499,0.0,No
d14500,0.0,No
d14501,0.0,No
d14502,0.0,No
d14503,0.0,No
d14504,0.0,No
d14505,0.0,No
d14506,0.0,No
d14507,0.0,No
d14508,0.0,No
d14509,0.0,No
d14510,0.0,No
d14511,0.0,No
d14512,0.0,No
d14513,0.0,No
d14514,0.0,No
d14515,0.0,No
d14516,0.0,No
d14517,0.0,No
d14518,0.0,No
d14519,0.0,No
d14520,0.0,No
d14521,0.0,No
d14522,0.0,No
d14523,0.0,No
d14524,0.0,No
d14525,0.0,No
d14526,0.0,No
d14527,0.0,No
d14528,0.0,No
d14529,0.0,No
d14530,0.0,No
d14531,0.0,No
d14532,0.0,No
d14533,0.0,No
d14534,0.0,No
d14535,0.0,No
d14536,0.0,No
d14537,0.0,No
d14538,0.0,No
d14539,0.0,No
d14540,0.0,No
d14541,0.0,No
d14542,0.0,No
d14543,0.0,No
d14544,0.0,No
d14545,0.0,No
d14546,0.0,No
d14547,0.0,No
d14548,0.0,No
d14549,0.0,No
d14550,0.0,No
d14551,0.0,No
d14552,0.0,No
d14553,0.0,No
d14554,0.0,No
d14555,0.0,No
d14556,0.0,No
d14557,0.0,No
d14558,0.0,No
d14559,0.0,No
d14560,0.0,No
d14561,0.0,No
d14562,0.0,No
d14563,0.0,No
d14564,0.0,No
d14565,0.0,No
d14566,0.0,No
d14567,0.0,No
d14568,0.0,No
d14569,0.0,No
d14570,0.0,No
d14571,0.0,No
d14572,0.0,No
d14573,0.0,No
d14574,0.0,No
d14575,0.0,No
d14576,0.0,No
d14577,0.0,No
d14578,0.0,No
d14579,0.0,No
d14580,0.0,No
d14581,0.0,No
d14582,0.0,No
d14583,0.0,No
d14584,0.0,No
d14585,0.0,No
