#daily flow (m3),P (mg),N (mg)
2.887909114601272e6,2.814491711892211e8,7.921010290303135e9
2.8919960158540667e6,2.798240047772414e8,7.875272156421434e9
2.3073681996902567e6,2.0179497060445985e8,5.679249407399076e9
2.4142652784654056e6,2.249546144831369e8,6.33104659233171e9
2.789229820251906e6,2.713809098337776e8,7.637652547713401e9
2.939276702245693e6,2.8669021289926445e8,8.068512395716163e9
2.988755411953737e6,3.1864273532397866e8,9.010029046943634e9
3.00507126391842e6,3.2046096369331294e8,9.06144176911042e9
2.325981160023159e6,2.213635311752792e8,6.259335690786694e9
2.717216960782779e6,2.88382659640968e8,8.154386878954366e9
1.8395730865402184e6,1.426232232773144e8,4.03285323040794e9
2.4043995536447624e6,2.5129200143643555e8,7.105601293262881e9
2.725956207847854e6,2.871260744769241e8,8.118855333518434e9
1.739129618267274e6,1.223909406411995e8,3.4607596785118885e9
2.3678799490727508e6,2.599316794648393e8,7.349899189817816e9
2.496920397232525e6,2.6681207938834035e8,7.544451257990036e9
2.4823801102378704e6,2.639487608734192e8,7.463487281316094e9
2.768073154639982e6,3.066110786039925e8,8.669818634113384e9
2.929000129810549e6,3.265492563393164e8,9.23359599547623e9
2.651261012022955e6,2.836473937131057e8,8.020491205758921e9
2.8640802924391893e6,3.1267027436269027e8,9.601655459662731e9
1.9649497439185628e6,1.6753082634993866e8,5.144631278951672e9
2.3155414065347128e6,2.4308716513415244e8,7.464858023493588e9
2.7632752420679647e6,3.0114462920868254e8,9.24771943570049e9
2.930718050293091e6,3.2028936832727206e8,9.835626902300898e9
2.9859331536713387e6,3.266024417926983e8,1.00294923294833e10
3.004140610135946e6,3.2868420933901966e8,1.0093420423599785e10
2.9698267940811673e6,2.815448978651267e8,8.645839810762175e9
2.995529401367588e6,2.850970543767985e8,8.754921440070843e9
3.0073050208037323e6,2.8626839575052875e8,8.790891652842525e9
3.0111880902015856e6,2.866546514262863e8,8.802753010387695e9
3.0124685517543983e6,2.8678202116699624e8,8.806664352355766e9
3.0128907903549084e6,2.868240219759596e8,8.807954136929998e9
3.0130300256450037e6,2.8683787195275754e8,8.808379449843447e9
3.013075939178215e6,3.4640455216160506e8,8.957453911002913e9
3.0130910793954004e6,3.46406370907436e8,8.95750094078891e9
2.0289997996762274e6,1.84912120839237e8,4.781524346800581e9
3.125157943754258e6,1.7112619445835397e8,4.425042887747383e9
1.5186240998880486e6,1.2119795967922369e8,3.133980576062893e9
2.3948859781847605e6,2.721433707990113e8,7.037181485940391e9
1.6218514034138613e6,1.0113943942488824e8,2.6153001211440825e9
1.680628124596034e6,1.743249449062693e8,4.50775733110907e9
2.3891929732134333e6,2.8770151436794585e8,7.439489576552556e9
2.2751568349585785e6,2.574924165934747e8,6.658331825249197e9
2.6017420693740416e6,3.1512640406964296e8,8.148652270819593e9
2.8675515103435507e6,3.532971924914582e8,9.135686291883911e9
1.8645226718096149e6,1.1670285148683769e8,3.0177444463497796e9
1.2598642360406304e6,3.868468435412643e7,1.0003225275230383e9
2.0046463618400309e6,2.286518862617183e8,6.4457737429177475e9
2.300019503696309e6,2.5797193715190634e8,7.27231586010223e9
2.7449565923950677e6,3.258764899739706e8,9.186568092003952e9
2.924677383953579e6,3.482683558514403e8,9.817802338472075e9
2.7525220606217906e6,1.634788483977156e8,4.608523838365766e9
2.4948647796676913e6,2.947169214060706e8,8.30816935145859e9
2.086019596698993e6,2.1385294088057858e8,6.0285864845041485e9
2.628188266809781e6,2.6193372906370503e8,7.384000109453868e9
2.7676567917107884e6,2.7340638489595294e8,7.7074181443280325e9
2.922262719758289e6,2.9276010433589035e8,8.253006018687198e9
2.9831449661431606e6,2.991420901073722e8,8.432916348691681e9
2.8097113740722598e6,2.7571666470649076e8,7.772545710887936e9
3.318756513334022e6,1.7486739308208865e8,4.929570751630909e9
2.571964427169196e6,2.5499101373190004e8,7.188282624144876e9
2.864332296205431e6,3.0371461173665744e8,8.019204541646416e9
2.964042119271911e6,3.1478747588763475e8,8.3115696734417305e9
1.828433433808378e6,1.2755271938211988e8,3.3678700564309688e9
2.4409462008724315e6,2.5669721091437992e8,6.777768866047966e9
1.6461364396506608e6,9.063818410964572e7,2.3931879125028176e9
2.3313320131922583e6,2.4452445830210167e8,6.45636255479232e9
2.7882826104631517e6,2.95269226788102e8,7.796214712648226e9
1.9865268794958817e6,2.0441079398333308e8,5.397211408761622e9
2.5623794842873407e6,3.278659584687262e8,8.656890651949903e9
2.864471669503809e6,3.685759163456548e8,9.731786183745935e9
2.9640880783140445e6,3.8200022854230964e8,1.008623836080891e10
1.8717378374054935e6,1.2690508202287292e8,3.3507700018010125e9
1.1875345022367043e6,5.223392735539111e7,1.3791715356769729e9
3.061026656050586e6,1.711919804023533e8,4.520110174766083e9
2.4810937476654113e6,2.548296073393329e8,7.508458532499445e9
2.83766729135027e6,2.934682296520975e8,8.646931005998096e9
2.9552492005716963e6,3.062095085879115e8,9.02234799752992e9
2.9940224231537245e6,3.1041100903495485e8,9.146143627913225e9
2.3735798323481125e6,2.2257509090789616e8,6.558091337573096e9
2.73951297331266e6,2.82832141556975e8,8.333542670772608e9
2.922882323338119e6,3.027022053484511e8,8.919006626763208e9
2.98334928352219e6,3.1300314144043255e8,9.22251983427515e9
3.0032885660325685e6,3.1518997016425455e8,9.286953920101887e9
3.0098636441548746e6,3.159110878720632e8,9.308201382132162e9
3.012031809047064e6,3.1614888004245615e8,9.31520783899324e9
3.0127467722630557e6,3.162272931998199e8,9.317518253181824e9
1.9370255197931193e6,1.5105238588391313e8,4.450701735509863e9
2.3978400051164473e6,2.454950338246793e8,7.233418834855464e9
2.8003137849592264e6,1.6698983196384627e8,9.419421043554354e9
2.9429316950378157e6,1.7590659480037996e8,9.922390251410154e9
2.9899606641052207e6,1.7884694193763396e8,1.0088246863003138e10
3.005468701842726e6,1.798165361105478e8,1.0142938910109512e10
3.010582554840932e6,1.80136264637917e8,1.0160973886152716e10
2.187777572397106e6,6.3620477529874004e7,3.588650026162163e9
2.397738976411837e6,1.4182003323518756e8,7.999664349277993e9
2.810180638679895e6,1.6302471383020982e8,9.1957600173175e9
2.94618533939543e6,1.7129554328798288e8,9.662293962085249e9
2.991033569603319e6,1.740228906633374e8,9.81613586346556e9
3.0058224977962254e6,1.7492224709957278e8,9.866865999794855e9
3.954668829224754e6,1.3038108445327686e8,7.354425812264567e9
2.2180708717384203e6,1.1727940270472616e8,6.615397241980305e9
2.6981332843069206e6,1.5621079817628065e8,8.811406432762e9
2.9092371639524754e6,1.5628258182299978e8,8.995012909573767e9
2.978849723976593e6,1.6019622924916142e8,9.22026711712016e9
3.0018048137705266e6,1.6148677405972737e8,9.29454581853406e9
3.009374369426359e6,1.6191233766490686e8,9.319039591786217e9
3.011870468258518e6,1.6205266939191905e8,9.32711653600721e9
3.012693569331182e6,1.620989444806873e8,9.329779948756136e9
3.012964991026146e6,1.6211420392262614e8,9.330658222429577e9
2.9727366778096245e6,1.8560028356501502e8,1.068242492038334e10
2.445383210820166e6,1.412217569473145e8,8.128170855869725e9
2.773090664887129e6,1.731777337516372e8,9.967431639380917e9
2.933954735053734e6,1.8371537691174987e8,1.057393708071696e10
2.0345629910724605e6,1.025102274515394e8,5.900086935690993e9
2.5782196323038726e6,1.6041241330762336e8,9.232709824260174e9
2.8696950375273777e6,1.7950594865714827e8,1.033165888790499e10
2.7004552585864514e6,1.3194478908786227e8,9.41085168939573e9
2.8869024535535495e6,1.4547702077643117e8,1.0376026792770678e10
2.9714847415287243e6,1.4993934184917706e8,1.0694298109860073e10
2.9195554967873823e6,1.4614375746003732e8,1.0423581228900164e10
2.9756521335357665e6,1.5015920160488474e8,1.0709979422989115e10
2.9604325764540187e6,1.4882828851011962e8,1.0615053160020376e10
2.8360218805372776e6,1.4068081627137682e8,1.0033941519217192e10
2.9415063935392327e6,1.4189618347779307e8,1.012062656837152e10
2.989490663808262e6,1.4431743942655247e8,1.0293320623160366e10
3.005313716894376e6,1.451158606841332e8,1.0350267351354002e10
3.010531447779149e6,1.4537914408665136e8,1.0369045819761177e10
3.012252020631792e6,1.4546596310528767e8,1.0375238113627827e10
3.0128193881343775e6,1.454945921108569e8,1.0377280053497442e10
3.0130064804057074e6,1.4550403266861436e8,1.0377953393381002e10
3.0130681750178095e6,1.5901678004403007e8,1.1061843848283075e10
2.933267841935316e6,1.5351252473317277e8,1.067894581240958e10
2.980173847922469e6,1.5720284619004798e8,1.0935659347261808e10
3.0022414502635007e6,1.5841974814540923e8,1.1020311919179998e10
1.9824918606932322e6,8.066378284659263e7,5.611295674668778e9
2.5445486359229963e6,1.3318060924312136e8,9.2645763714917e9
2.858591858085241e6,1.5049829537917283e8,1.0469263950988255e10
2.962149181094378e6,1.3980612259728318e8,9.725473605847466e9
2.9962977262372435e6,1.4149148419112715e8,9.842714105710644e9
3.007558379771823e6,1.420472406050348e8,9.881374746849436e9
3.011271636588338e6,1.422305040618073e8,9.894123286603245e9
3.0124961015932383e6,1.422909361031617e8,9.898327181341333e9
3.0128998750520404e6,1.423108638710133e8,9.899713436654507e9
3.0130330213693143e6,1.423174351521193e8,9.90017056127656e9
3.013076927033288e6,1.6629477609483868e8,1.053483793802849e10
3.013091405145551e6,1.6629561101839232e8,1.05348908307563e10
3.0130961793754734e6,1.6629588633860952e8,1.0534908272397806e10
2.094795389565234e6,9.487155072623655e7,6.010149177869283e9
1.636107723530639e6,6.668860314382397e7,4.22474862369106e9
1.525224594910467e6,6.202555096593662e7,3.9293424771828976e9
1.3898363695091023e6,5.0178158029332474e7,3.1788055841653547e9
1.4308151597532483e6,5.605008210781072e7,3.5507942298934484e9
2.3857308779334114e6,1.2889572414873004e8,8.165593632582192e9
2.806220908155243e6,1.5291693890604794e8,9.687346813804201e9
1.8802787621614274e6,7.600944862730621e7,4.81522776512777e9
2.1336065321622663e6,1.0877567483648582e8,6.890980780710335e9
2.649763266938032e6,1.434073262600648e8,9.084909200119188e9
2.205516515009331e6,1.0659494143072462e8,6.75283048185406e9
1.7591907775204782e6,6.660289666822484e7,4.5294126204329815e9
2.453696564190487e6,1.1770422923669724e8,8.004622141868212e9
2.8253328769415477e6,1.3711470915418306e8,9.324655910742792e9
2.951181865737153e6,1.4351541197699046e8,9.75994364739609e9
2.992681199151668e6,1.456260757421346e8,9.903481955391262e9
3.006365811879436e6,1.4632207767392534e8,9.950814430274488e9
3.0108783813619018e6,1.465515877915747e8,9.966422550572563e9
3.012366423715688e6,1.6788103916175494e8,1.141695835390643e10
2.3283867754487284e6,1.1581314748998338e8,7.876016781466182e9
1.98504914407436e6,9.465423303756298e7,6.437078552805366e9
1.6457553356749262e6,6.848589934050858e7,4.65746855335489e9
2.4500083635453777e6,1.351335687711553e8,9.189926001044788e9
2.827416730481555e6,1.571109710647475e8,1.0684526510821424e10
2.9518690268631303e6,1.643581293780177e8,1.1177378503279314e10
