#daily flow (m3),P (mg),N (mg)
3.009374369426359e6,1.5527668651845992e8,1.0919351784519043e10
3.011870468258518e6,1.554112670322004e8,1.0928815742089382e10
3.012693569331182e6,1.55455645629631e8,1.0931936529426579e10
3.012964991026146e6,1.5547027969406706e8,1.0932965624657791e10
2.9727366778096245e6,1.7799382965186143e8,1.2516864476054955e10
2.445383210820166e6,1.3543406759080532e8,9.523981099741726e9
2.773090664887129e6,1.6608039302960768e8,1.1679088964755028e10
2.933954735053734e6,1.7618617210249454e8,1.2389746560738464e10
2.0345629910724605e6,9.830905218521021e7,6.913279439958506e9
2.5782196323038726e6,1.5383823354084104e8,1.0818197036563742e10
2.8696950375273777e6,1.7214925878916535e8,1.2105863142176403e10
2.7004552585864514e6,1.3194478908786227e8,1.0699402737810673e10
2.8869024535535495e6,1.4547702077643117e8,1.179673138396849e10
2.9714847415287243e6,1.4993934184917706e8,1.2158580992678196e10
2.9195554967873823e6,1.4614375746003732e8,1.185079706058437e10
2.9756521335357665e6,1.5015920160488474e8,1.2176409419919735e10
2.9604325764540187e6,1.4882828851011962e8,1.2068485679176662e10
2.8360218805372776e6,1.4068081627137682e8,1.1407807168262579e10
2.9415063935392327e6,1.4189618347779307e8,1.1506361293102755e10
2.989490663808262e6,1.4431743942655247e8,1.1702700934146448e10
3.005313716894376e6,1.451158606841332e8,1.1767444912657013e10
3.010531447779149e6,1.4537914408665136e8,1.1788794563349524e10
3.012252020631792e6,1.4546596310528767e8,1.1795834717433008e10
3.0128193881343775e6,1.454945921108569e8,1.1798156243449198e10
3.0130064804057074e6,1.4550403266861436e8,1.1798921778262774e10
3.0130681750178095e6,1.5901678004403007e8,1.3040072973620079e10
2.933267841935316e6,1.5351252473317277e8,1.2588699911612778e10
2.980173847922469e6,1.5720284619004798e8,1.2891322446671307e10
3.0022414502635007e6,1.5841974814540923e8,1.2991113740994192e10
1.9824918606932322e6,8.066378284659263e7,6.6147837627988825e9
2.5445486359229963e6,1.3318060924312136e8,1.0921393721597265e10
2.858591858085241e6,1.5049829537917283e8,1.2341519892469498e10
2.962149181094378e6,1.3980612259728318e8,1.1464714857907799e10
2.9962977262372435e6,1.4149148419112715e8,1.1602921895961119e10
3.007558379771823e6,1.420472406050348e8,1.1648496357919832e10
3.011271636588338e6,1.422305040618073e8,1.1663524764664387e10
3.0124961015932383e6,1.422909361031617e8,1.166848045694408e10
3.0128998750520404e6,1.423108638710133e8,1.1670114621256268e10
3.0130330213693143e6,1.423174351521193e8,1.1670653495110516e10
3.013076927033288e6,1.6629477609483868e8,1.2099530091777561e10
3.013091405145551e6,1.6629561101839232e8,1.2099590840424627e10
3.0130961793754734e6,1.6629588633860952e8,1.2099610872594793e10
2.094795389565234e6,9.487155072623655e7,6.902809636131006e9
1.636107723530639e6,6.668860314382397e7,4.852231558116597e9
1.525224594910467e6,6.202555096593662e7,4.512950063707538e9
1.3898363695091023e6,5.0178158029332474e7,3.650939297573773e9
1.4308151597532483e6,5.605008210781072e7,4.078177745783728e9
2.3857308779334114e6,1.2889572414873004e8,9.378392572894682e9
2.806220908155243e6,1.5291693890604794e8,1.1126164918019115e10
1.8802787621614274e6,7.600944862730621e7,5.530411913847585e9
2.1336065321622663e6,1.0877567483648582e8,7.914467200021208e9
2.649763266938032e6,1.434073262600648e8,1.04342499518773e10
2.205516515009331e6,1.0659494143072462e8,7.755798057882286e9
1.7591907775204782e6,6.660289666822484e7,5.173631201145946e9
2.453696564190487e6,1.1770422923669724e8,9.143119944456348e9
2.8253328769415477e6,1.3711470915418306e8,1.0650902181474745e10
2.951181865737153e6,1.4351541197699046e8,1.1148100914411207e10
2.992681199151668e6,1.456260757421346e8,1.1312054683041925e10
3.006365811879436e6,1.4632207767392534e8,1.1366119258165552e10
3.0108783813619018e6,1.465515877915747e8,1.1383947322184515e10
3.012366423715688e6,1.6788103916175494e8,1.3040792904468868e10
2.3283867754487284e6,1.1581314748998338e8,8.996223037292486e9
1.98504914407436e6,9.465423303756298e7,7.352624553299736e9
1.6457553356749262e6,6.848589934050858e7,5.319900535732051e9
2.4500083635453777e6,1.351335687711553e8,1.0497009630066051e10
2.827416730481555e6,1.571109710647475e8,1.2204187244166897e10
2.9518690268631303e6,1.643581293780177e8,1.2767137599854153e10
