#daily flow (m3),P (mg),N (mg)
2.3214344708447866e6,2.6645427094138306e8,8.364598978298129e9
2.7817187902302956e6,3.238836032952147e8,1.0167434913462706e10
2.9367999025341e6,3.428212128376753e8,1.076192907889915e10
2.3547104200092535e6,2.4852047224158725e8,7.801616693377964e9
2.653470013040371e6,2.357047134027275e8,7.399301193195106e9
2.887909114601272e6,2.596564728745419e8,8.151200804706513e9
2.8919960158540667e6,2.581571436116921e8,8.104133486266251e9
2.3073681996902567e6,1.8616992222637826e8,5.844292665089914e9
2.4142652784654056e6,2.075363075568392e8,6.515031566266748e9
2.789229820251906e6,2.5036780017926547e8,7.859608473076191e9
2.939276702245693e6,2.6449169906784737e8,8.302989432201475e9
2.988755411953737e6,3.02992761198265e8,9.376514643572954e9
3.00507126391842e6,3.0472168821602196e8,9.430018593421638e9
2.325981160023159e6,2.10491375148413e8,6.513936021505863e9
2.717216960782779e6,2.742188935751989e8,8.486068977303834e9
1.8395730865402184e6,1.3561835699110696e8,4.196890728463054e9
2.4043995536447624e6,2.3894992397943518e8,7.394623727686097e9
2.725956207847854e6,2.7302402494545496e8,8.449092175747148e9
1.739129618267274e6,1.1637977251489955e8,3.601527102119736e9
2.3678799490727508e6,2.4716526866328132e8,7.648858513446133e9
2.496920397232525e6,2.5370774128187183e8,7.85132404453929e9
2.4823801102378704e6,2.509850531837296e8,7.767066834165187e9
2.768073154639982e6,2.915520331123988e8,9.022466071567415e9
2.929000129810549e6,3.105109574988132e8,9.609175243867682e9
2.651261012022955e6,2.697161977989016e8,8.346727057995146e9
2.8640802924391893e6,2.9347296080715024e8,9.498329712078423e9
1.9649497439185628e6,1.5724477721970424e8,5.089268651623865e9
2.3155414065347128e6,2.2816211176948723e8,7.384526872357357e9
2.7632752420679647e6,2.826549666263678e8,9.14820247967578e9
2.930718050293091e6,3.0062425802915615e8,9.729783331167772e9
2.9859331536713387e6,3.065497217319914e8,9.921562525379354e9
3.004140610135946e6,3.0850367302069783e8,9.984802673740656e9
2.9698267940811673e6,2.6425861858803183e8,8.552799827636956e9
2.995529401367588e6,2.6759267997540087e8,8.660707603026018e9
3.0073050208037323e6,2.686921033912187e8,8.696290731597374e9
3.0111880902015856e6,2.690546437606996e8,8.708024446191717e9
3.0124685517543983e6,2.691741932605667e8,8.71189369725842e9
3.0128907903549084e6,2.6921361530600387e8,8.713169602147436e9
3.0130300256450037e6,2.6922661492263293e8,8.713590338165272e9
3.013075939178215e6,3.242014424137243e8,9.103056051688538e9
3.0130910793954004e6,3.2420314458541375e8,9.103103845937025e9
2.0289997996762274e6,1.730600129870526e8,4.859247345718769e9
3.125157943754258e6,1.6015770789376792e8,4.496971331196061e9
1.5186240998880486e6,1.1342966800065002e8,3.1849229850638933e9
2.3948859781847605e6,2.5470009792253435e8,7.151569871180928e9
1.6218514034138613e6,9.465681655120756e7,2.6578114530423355e9
1.680628124596034e6,1.6315143156935027e8,4.581030286082869e9
2.3891929732134333e6,2.6926102835734946e8,7.560417422647738e9
2.2751568349585785e6,2.409882097370798e8,6.766562063080583e9
2.6017420693740416e6,2.949280952126937e8,8.281107455755205e9
2.8675515103435507e6,3.3065229279381657e8,9.284185574598244e9
1.8645226718096149e6,1.0922267779026325e8,3.066797453576638e9
1.2598642360406304e6,3.620515489379737e7,1.0165826280862688e9
2.0046463618400309e6,2.1932859374057657e8,6.499277829933471e9
2.300019503696309e6,2.474531180350597e8,7.332680780762416e9
2.7449565923950677e6,3.1258885919399697e8,9.262822543086802e9
2.924677383953579e6,3.3406769557897925e8,9.899296441673872e9
2.7525220606217906e6,1.5681298987561837e8,4.646777564031032e9
2.4948647796676913e6,2.826998236505155e8,8.377132525415824e9
2.086019596698993e6,2.0513307612488657e8,6.078627647708663e9
2.628188266809781e6,2.512533676761801e8,7.445292081548671e9
2.7676567917107884e6,2.6225822537184933e8,7.771394695089496e9
2.922262719758289e6,2.8082279589786035e8,8.321511301338532e9
2.9831449661431606e6,2.869445558685143e8,8.502915003331469e9
2.8097113740722598e6,2.644743034032919e8,7.837062862534153e9
3.318756513334022e6,1.6773716605982968e8,4.970489374121377e9
2.571964427169196e6,2.4459374192210698e8,7.247950014648373e9
2.864332296205431e6,2.8758931932250684e8,8.173193024404799e9
2.964042119271911e6,2.980742856068795e8,8.471172286981144e9
1.828433433808378e6,1.2078049039222792e8,3.4325414583666434e9
2.4409462008724315e6,2.4306824007157984e8,6.907918725519622e9
1.6461364396506608e6,8.582587951126528e7,2.43914301611542e9
2.3313320131922583e6,2.3154178232880327e8,6.580340621293465e9
2.7882826104631517e6,2.7959232999465203e8,7.945921241347494e9
1.9865268794958817e6,1.93557895577352e8,5.500851164007324e9
2.5623794842873407e6,3.104583848827109e8,8.8231242789856e9
2.864471669503809e6,3.4900690583969814e8,9.91866045303055e9
2.9640880783140445e6,3.617184734028561e8,1.027991898509705e10
1.8717378374054935e6,1.2016723841120319e8,3.415113040561277e9
1.1875345022367043e6,4.94606417774305e7,1.405655026793767e9
3.061026656050586e6,1.6210278733666354e8,4.606907425553012e9
2.4810937476654113e6,2.4820324728269678e8,7.747232117759956e9
2.83766729135027e6,2.8583714559101784e8,8.921908713987803e9
2.9552492005716963e6,2.982471117618346e8,9.30926419604305e9
2.9940224231537245e6,3.023393601677556e8,9.436996603379742e9
2.3735798323481125e6,2.1678744830469462e8,6.766642663302662e9
2.73951297331266e6,2.7547762877051383e8,8.598554437543257e9
2.922882323338119e6,2.94831009283287e8,9.202636506320602e9
2.98334928352219e6,3.048640890920896e8,9.515801619935226e9
3.0032885660325685e6,3.0699405348739994e8,9.582284749200005e9
3.0098636441548746e6,3.076964198985086e8,9.60420789355105e9
3.012031809047064e6,3.0792802873504126e8,9.611437160036427e9
3.0127467722630557e6,3.0800440290714234e8,9.613821046812876e9
1.9370255197931193e6,1.4712455541424596e8,4.592236779715418e9
2.3978400051164473e6,2.391114016273726e8,7.46344598908607e9
2.8003137849592264e6,1.6698983196384627e8,9.447575523175423e9
2.9429316950378157e6,1.7590659480037996e8,9.952048096922516e9
2.9899606641052207e6,1.7884694193763396e8,1.0118400450936346e10
3.005468701842726e6,1.798165361105478e8,1.0173255971585157e10
3.010582554840932e6,1.80136264637917e8,1.0191344853846493e10
2.187777572397106e6,6.3620477529874004e7,3.5993764363694935e9
2.397738976411837e6,1.4182003323518756e8,8.023575201745008e9
2.810180638679895e6,1.6302471383020982e8,9.223245978164843e9
2.94618533939543e6,1.7129554328798288e8,9.69117438447962e9
2.991033569603319e6,1.740228906633374e8,9.845476116528643e9
3.0058224977962254e6,1.7492224709957278e8,9.89635788432051e9
3.954668829224754e6,1.3038108445327686e8,7.376408058381249e9
2.2180708717384203e6,1.1727940270472616e8,6.635170545028697e9
2.6981332843069206e6,1.5621079817628065e8,8.837743567676878e9
2.9092371639524754e6,1.5628258182299978e8,9.213210050430058e9
2.978849723976593e6,1.6019622924916142e8,9.443928377321978e9
3.0018048137705266e6,1.6148677405972737e8,9.52000889941562e9
3.009374369426359e6,1.6191233766490686e8,9.545096832047665e9
3.011870468258518e6,1.6205266939191905e8,9.55336970329551e9
3.012693569331182e6,1.620989444806873e8,9.556097723961353e9
3.012964991026146e6,1.6211420392262614e8,9.556997302418497e9
2.9727366778096245e6,1.8560028356501502e8,1.0941554573500214e10
2.445383210820166e6,1.412217569473145e8,8.325340516321747e9
2.773090664887129e6,1.731777337516372e8,1.020921729408283e10
2.933954735053734e6,1.8371537691174987e8,1.0830435082643242e10
2.0345629910724605e6,1.025102274515394e8,6.043208698062353e9
2.5782196323038726e6,1.6041241330762336e8,9.456672914281445e9
2.8696950375273777e6,1.7950594865714827e8,1.0582279809998829e10
2.7004552585864514e6,1.3194478908786227e8,9.436781225642904e9
2.8869024535535495e6,1.4547702077643117e8,1.0404615657169416e10
2.9714847415287243e6,1.4993934184917706e8,1.072376390101585e10
2.9195554967873823e6,1.4614375746003732e8,1.045230111910996e10
2.9756521335357665e6,1.5015920160488474e8,1.0739488420561333e10
2.9604325764540187e6,1.4882828851011962e8,1.06443006091103e10
2.8360218805372776e6,1.4068081627137682e8,1.0061587842728775e10
2.9415063935392327e6,1.4189618347779307e8,1.014851173350959e10
2.989490663808262e6,1.4431743942655247e8,1.032168160886188e10
3.005313716894376e6,1.451158606841332e8,1.0378785241265842e10
3.010531447779149e6,1.4537914408665136e8,1.039761544962104e10
3.012252020631792e6,1.4546596310528767e8,1.0403824804994295e10
3.0128193881343775e6,1.454945921108569e8,1.0405872370981041e10
3.0130064804057074e6,1.4550403266861436e8,1.0406547566104856e10
3.0130681750178095e6,1.5901678004403007e8,1.147193602823416e10
2.933267841935316e6,1.5351252473317277e8,1.1074842936601067e10
2.980173847922469e6,1.5720284619004798e8,1.1341073529782303e10
3.0022414502635007e6,1.5841974814540923e8,1.1428864399278412e10
1.9824918606932322e6,8.066378284659263e7,5.819321434852708e9
2.5445486359229963e6,1.3318060924312136e8,9.608039032203371e9
2.858591858085241e6,1.5049829537917283e8,1.0857387606956371e10
2.962149181094378e6,1.3980612259728318e8,1.0086022961522717e10
2.9962977262372435e6,1.4149148419112715e8,1.0207609880737577e10
3.007558379771823e6,1.420472406050348e8,1.0247703775393627e10
3.011271636588338e6,1.422305040618073e8,1.026092493766232e10
3.0124961015932383e6,1.422909361031617e8,1.0265284682038233e10
3.0128998750520404e6,1.423108638710133e8,1.0266722329548872e10
3.0130330213693143e6,1.423174351521193e8,1.0267196401005045e10
3.013076927033288e6,1.6629477609483868e8,1.0456617767131992e10
3.013091405145551e6,1.6629561101839232e8,1.0456670267136324e10
3.0130961793754734e6,1.6629588633860952e8,1.04566875792753e10
2.094795389565234e6,9.487155072623655e7,5.965524391178511e9
1.636107723530639e6,6.668860314382397e7,4.1933802665047607e9
1.525224594910467e6,6.202555096593662e7,3.9001674825712934e9
1.3898363695091023e6,5.0178158029332474e7,3.155203254684558e9
1.4308151597532483e6,5.605008210781072e7,3.5244299200564685e9
2.3857308779334114e6,1.2889572414873004e8,8.104964875579078e9
2.806220908155243e6,1.5291693890604794e8,9.61541918399472e9
1.8802787621614274e6,7.600944862730621e7,4.779475156410912e9
2.1336065321622663e6,1.0877567483648582e8,6.839815903046112e9
2.649763266938032e6,1.434073262600648e8,9.01745461236067e9
2.205516515009331e6,1.0659494143072462e8,6.70269135703478e9
1.7591907775204782e6,6.660289666822484e7,4.596024606873563e9
2.453696564190487e6,1.1770422923669724e8,8.122342435040605e9
2.8253328769415477e6,1.3711470915418306e8,9.461789332919312e9
2.951181865737153e6,1.4351541197699046e8,9.903478645944984e9
2.992681199151668e6,1.456260757421346e8,1.004912790576264e10
3.006365811879436e6,1.4632207767392534e8,1.0097156477566e10
3.0108783813619018e6,1.465515877915747e8,1.0112994139304611e10
3.012366423715688e6,1.6788103916175494e8,1.1584862304991018e10
2.3283867754487284e6,1.1581314748998338e8,7.991845734802445e9
1.98504914407436e6,9.465423303756298e7,6.531745703981238e9
1.6457553356749262e6,6.848589934050858e7,4.72596379945456e9
2.4500083635453777e6,1.351335687711553e8,9.325078012457924e9
2.827416730481555e6,1.571109710647475e8,1.0841658923940994e10
2.9518690268631303e6,1.643581293780177e8,1.1341759063783545e10
