#daily flow (m3),P (mg),N (mg)
2.5623794842873407e6,2.92913682917101e8,9.127494186479626e9
2.864471669503809e6,3.292837402076587e8,1.026082289675175e10
2.9640880783140445e6,3.41276948482516e8,1.0634543706636143e10
1.8717378374054935e6,1.1337631735184306e8,3.5329236490679483e9
1.1875345022367043e6,4.6665509607492015e7,1.454145683498301e9
3.061026656050586e6,1.5294199403842214e8,4.7658311743988495e9
2.4810937476654113e6,2.248355242268079e8,7.866777499146233e9
2.83766729135027e6,2.58926283906565e8,9.059580202810524e9
2.9552492005716963e6,2.70167882395704e8,9.452912859439928e9
2.9940224231537245e6,2.738748557156929e8,9.582616269983744e9
2.3735798323481125e6,1.9637744517444918e8,6.871056841888428e9
2.73951297331266e6,2.49542090022826e8,8.731236336572763e9
2.922882323338119e6,2.6707339753305456e8,9.34463982753069e9
2.98334928352219e6,2.7616188764395237e8,9.662637304804344e9
3.0032885660325685e6,2.780913211491417e8,9.73014631672281e9
3.0098636441548746e6,2.787275614963966e8,9.752407751009256e9
3.012031809047064e6,2.78937364932683e8,9.759748570292587e9
3.0127467722630557e6,2.7900654866500616e8,9.762169242162027e9
1.9370255197931193e6,1.3327314169069734e8,4.66309830663271e9
2.3978400051164473e6,2.1659965339722207e8,7.578612345748576e9
2.8003137849592264e6,1.6698983196384627e8,1.043103118253176e10
2.9429316950378157e6,1.7590659480037996e8,1.0988017378046108e10
2.9899606641052207e6,1.7884694193763396e8,1.1171686361453463e10
3.005468701842726e6,1.798165361105478e8,1.1232252127243654e10
3.010582554840932e6,1.80136264637917e8,1.1252223991396767e10
2.187777572397106e6,6.3620477529874004e7,3.974057445038652e9
2.397738976411837e6,1.4182003323518756e8,8.858797997378729e9
2.810180638679895e6,1.6302471383020982e8,1.018334980931295e10
2.94618533939543e6,1.7129554328798288e8,1.0699987732501657e10
2.991033569603319e6,1.740228906633374e8,1.087035167133165e10
3.0058224977962254e6,1.7492224709957278e8,1.0926530032135157e10
3.954668829224754e6,1.3038108445327686e8,8.144263285676479e9
2.2180708717384203e6,1.1727940270472616e8,7.32586584641007e9
2.6981332843069206e6,1.5621079817628065e8,9.757718105721172e9
2.9092371639524754e6,1.5628258182299978e8,9.747694374154898e9
2.978849723976593e6,1.6019622924916142e8,9.991797322502832e9
3.0018048137705266e6,1.6148677405972737e8,1.0072291490456854e10
3.009374369426359e6,1.6191233766490686e8,1.0098834844883589e10
3.011870468258518e6,1.6205266939191905e8,1.0107587648746664e10
3.012693569331182e6,1.620989444806873e8,1.011047392959248e10
3.012964991026146e6,1.6211420392262614e8,1.011142569513541e10
2.9727366778096245e6,1.8560028356501502e8,1.1576305042088818e10
2.445383210820166e6,1.412217569473145e8,8.808317021935827e9
2.773090664887129e6,1.731777337516372e8,1.0801482809719599e10
2.933954735053734e6,1.8371537691174987e8,1.145873919587923e10
2.0345629910724605e6,1.025102274515394e8,6.393792294488788e9
2.5782196323038726e6,1.6041241330762336e8,1.000528120602888e10
2.8696950375273777e6,1.7950594865714827e8,1.1196187735331568e10
2.7004552585864514e6,1.3194478908786227e8,9.99429172365963e9
2.8869024535535495e6,1.4547702077643117e8,1.1019304322509962e10
2.9714847415287243e6,1.4993934184917706e8,1.1357307352974155e10
2.9195554967873823e6,1.4614375746003732e8,1.1069806968085363e10
2.9756521335357665e6,1.5015920160488474e8,1.1373960852911707e10
2.9604325764540187e6,1.4882828851011962e8,1.127314949219125e10
2.8360218805372776e6,1.4068081627137682e8,1.0656010953205896e10
2.9415063935392327e6,1.4189618347779307e8,1.0748070173553015e10
2.989490663808262e6,1.4431743942655247e8,1.0931470658383331e10
3.005313716894376e6,1.451158606841332e8,1.0991947885425009e10
3.010531447779149e6,1.4537914408665136e8,1.1011890553483027e10
3.012252020631792e6,1.4546596310528767e8,1.1018466748006594e10
3.0128193881343775e6,1.454945921108569e8,1.1020635281037685e10
3.0130064804057074e6,1.4550403266861436e8,1.1021350365649317e10
3.0130681750178095e6,1.5901678004403007e8,1.1973376873388262e10
2.933267841935316e6,1.5351252473317277e8,1.1558926755444763e10
2.980173847922469e6,1.5720284619004798e8,1.1836794346367456e10
3.0022414502635007e6,1.5841974814540923e8,1.1928422574064362e10
1.9824918606932322e6,8.066378284659263e7,6.07368525376995e9
2.5445486359229963e6,1.3318060924312136e8,1.0028008530004282e10
2.858591858085241e6,1.5049829537917283e8,1.133196640554787e10
2.962149181094378e6,1.3980612259728318e8,1.0526885241927896e10
2.9962977262372435e6,1.4149148419112715e8,1.0653786752104624e10
3.007558379771823e6,1.420472406050348e8,1.0695633159708128e10
3.011271636588338e6,1.422305040618073e8,1.0709432221885399e10
3.0124961015932383e6,1.422909361031617e8,1.0713982531646193e10
3.0128998750520404e6,1.423108638710133e8,1.0715483019045492e10
3.0130330213693143e6,1.423174351521193e8,1.0715977812269207e10
3.013076927033288e6,1.6629477609483868e8,1.1279150956258982e10
3.013091405145551e6,1.6629561101839232e8,1.1279207585992155e10
3.0130961793754734e6,1.6629588633860952e8,1.1279226259929869e10
2.094795389565234e6,9.487155072623655e7,6.434781459913914e9
1.636107723530639e6,6.668860314382397e7,4.523237828542851e9
1.525224594910467e6,6.202555096593662e7,4.2069604885901628e9
1.3898363695091023e6,5.0178158029332474e7,3.4033962606082463e9
1.4308151597532483e6,5.605008210781072e7,3.801666847575312e9
2.3857308779334114e6,1.2889572414873004e8,8.74251353187856e9
2.806220908155243e6,1.5291693890604794e8,1.037178243474528e10
1.8802787621614274e6,7.600944862730621e7,5.1554358188645935e9
2.1336065321622663e6,1.0877567483648582e8,7.377846049415046e9
2.649763266938032e6,1.434073262600648e8,9.726781075782434e9
2.205516515009331e6,1.0659494143072462e8,7.229935081574963e9
1.7591907775204782e6,6.660289666822484e7,4.958465753877794e9
2.453696564190487e6,1.1770422923669724e8,8.762867967500673e9
2.8253328769415477e6,1.3711470915418306e8,1.020794325328931e10
2.951181865737153e6,1.4351541197699046e8,1.0684464055466085e10
2.992681199151668e6,1.456260757421346e8,1.084159917302038e10
3.006365811879436e6,1.4632207767392534e8,1.089341526385211e10
3.0108783813619018e6,1.465515877915747e8,1.0910501878931356e10
3.012366423715688e6,1.6788103916175494e8,1.2498441134709967e10
2.3283867754487284e6,1.1581314748998338e8,8.622080335912006e9
1.98504914407436e6,9.465423303756298e7,7.046837246648439e9
1.6457553356749262e6,6.848589934050858e7,5.098651912919639e9
2.4500083635453777e6,1.351335687711553e8,1.0060450918356764e10
2.827416730481555e6,1.571109710647475e8,1.1696628953898005e10
2.9518690268631303e6,1.643581293780177e8,1.2236166843492899e10
